index,Rock1,Rock2,Rock1 Index,Rock2 Index,Human Rating,ChatGPT Rating
408,S_Chert_03,S_Dolomite_12,22,24,4.3235,-1
409,S_Chert_03,S_Micrite_09,22,25,5.7647,-1
410,S_Chert_03,S_Rock Gypsum_02,22,26,4.4853,-1
411,S_Chert_03,S_Rock Salt_12,22,27,2.9265,-1
412,S_Chert_03,S_Sandstone_12,22,28,4.6618,2.0
413,S_Chert_03,S_Shale_04,22,29,3.2794,7.0
414,S_Conglomerate_08,S_Dolomite_12,23,24,2.8088,-1
415,S_Conglomerate_08,S_Micrite_09,23,25,4.4265,1.0
416,S_Conglomerate_08,S_Rock Gypsum_02,23,26,2.1912,1.0
417,S_Conglomerate_08,S_Rock Salt_12,23,27,2.6765,1.0
418,S_Conglomerate_08,S_Sandstone_12,23,28,3.1029,1.0
419,S_Conglomerate_08,S_Shale_04,23,29,2.6471,-1
420,S_Dolomite_12,S_Micrite_09,24,25,5.7059,-1
421,S_Dolomite_12,S_Rock Gypsum_02,24,26,5.3235,8.0
422,S_Dolomite_12,S_Rock Salt_12,24,27,3.7794,-1
423,S_Dolomite_12,S_Sandstone_12,24,28,3.9412,-1
424,S_Dolomite_12,S_Shale_04,24,29,5.5882,1.0
425,S_Micrite_09,S_Rock Gypsum_02,25,26,4.3235,1.0
426,S_Micrite_09,S_Rock Salt_12,25,27,2.5882,6.0
427,S_Micrite_09,S_Sandstone_12,25,28,4.0588,2.0
428,S_Micrite_09,S_Shale_04,25,29,5.1765,-1
429,S_Rock Gypsum_02,S_Rock Salt_12,26,27,5.7794,-1
430,S_Rock Gypsum_02,S_Sandstone_12,26,28,2.5294,1.0
431,S_Rock Gypsum_02,S_Shale_04,26,29,3.1029,-1
432,S_Rock Salt_12,S_Sandstone_12,27,28,1.8676,-1
433,S_Rock Salt_12,S_Shale_04,27,29,2.9412,9.0
434,S_Sandstone_12,S_Shale_04,28,29,2.7794,6.0
