Rock1,Rock2,Human Rating,ChatGPT Rating
S_Dolomite_12,S_Rock Gypsum_02,5.3235,1.5083841499331487
S_Dolomite_12,S_Rock Salt_12,3.7794,1.0029979912759954
S_Dolomite_12,S_Sandstone_12,3.9412,2.6357587749365945
S_Dolomite_12,S_Shale_04,5.5882,1.4461639217956246
S_Micrite_09,S_Rock Gypsum_02,4.3235,1.0038420750267034
S_Micrite_09,S_Rock Salt_12,2.5882,1.0070986019434134
S_Micrite_09,S_Sandstone_12,4.0588,1.409790009083826
S_Micrite_09,S_Shale_04,5.1765,2.10997998420516
S_Rock Gypsum_02,S_Rock Salt_12,5.7794,2.630772192862282
S_Rock Gypsum_02,S_Sandstone_12,2.5294,1.0190755002242529
S_Rock Gypsum_02,S_Shale_04,3.1029,1.0010812884310032
S_Rock Salt_12,S_Sandstone_12,1.8676,1.0010879074418557
S_Rock Salt_12,S_Shale_04,2.9412,1.001805201307395
S_Sandstone_12,S_Shale_04,2.7794,1.0005910396727125
